ParticleFlux,MagnitudeofEnergyFlux,EnergyFluxX,EnergyFluxY,TimeStep
98,2.9267,2.28074,1.83406,3440
98,3.05569,2.19188,2.12907,3441
98,3.06776,2.2995,2.03063,3442
98,2.95561,2.31833,1.83329,3443
98,3.17854,2.2684,2.22654,3444
98,3.13618,2.35202,2.07452,3445
98,2.88273,2.14354,1.92753,3446
98,3.0942,2.16187,2.21369,3447
98,3.0808,2.0971,2.25688,3448
98,2.97588,2.13624,2.0718,3449
98,2.89247,2.08016,2.00981,3450
98,2.96433,2.02587,2.16404,3451
98,2.89515,2.14618,1.94314,3452
98,2.88978,2.05749,2.02918,3453
98,2.99825,2.10715,2.13293,3454
98,2.89164,2.07247,2.01655,3455
98,2.91363,2.06564,2.05484,3456
98,2.93319,2.06975,2.0784,3457
98,2.90602,2.13448,1.97204,3458
98,2.93967,2.17429,1.97841,3459
98,2.9539,2.06952,2.10775,3460
98,2.86878,2.01417,2.0428,3461
98,2.90038,2.07825,2.02314,3462
98,2.94553,2.11598,2.0491,3463
98,2.90943,2.15975,1.94943,3464
98,2.89735,2.12742,1.9669,3465
98,2.9317,2.09661,2.04918,3466
98,2.95245,2.21275,1.95466,3467
98,3.05628,2.27075,2.04561,3468
98,3.01129,2.15807,2.10015,3469
98,2.9808,2.24978,1.95542,3470
98,3.0519,2.31639,1.98705,3471
98,3.00192,2.15175,2.09321,3472
98,3.02306,2.3212,1.93673,3473
98,3.1201,2.39865,1.99538,3474
98,3.06456,2.26837,2.06059,3475
98,3.01327,2.30218,1.94416,3476
98,3.06054,2.33262,1.98137,3477
98,3.11799,2.30896,2.09537,3478
98,3.05063,2.28182,2.02475,3479
98,3.04635,2.32226,1.97164,3480
98,3.11659,2.30681,2.09566,3481
98,3.03289,2.31878,1.95492,3482
98,3.10432,2.43497,1.92553,3483
98,3.12866,2.3596,2.05446,3484
98,2.92112,2.23904,1.87607,3485
98,2.93986,2.31426,1.813,3486
98,3.03901,2.36754,1.90534,3487
98,3.05646,2.42207,1.86427,3488
98,2.99331,2.36166,1.83915,3489
98,2.90568,2.14338,1.96185,3490
98,2.89952,2.17932,1.91253,3491
98,2.909,2.21922,1.88077,3492
98,2.94721,2.20623,1.95412,3493
98,2.89632,2.1574,1.93243,3494
98,2.92181,2.25351,1.85975,3495
98,2.90898,2.15157,1.95778,3496
98,2.81832,2.05594,1.9277,3497
98,2.87717,2.21928,1.8311,3498
98,2.87462,2.16835,1.88725,3499
98,2.78675,2.10571,1.82537,3500
98,2.82918,2.1811,1.80197,3501
98,2.83639,2.13008,1.87293,3502
98,2.77977,2.09254,1.82986,3503
98,2.97682,2.37685,1.79221,3504
98,2.90414,2.2415,1.84655,3505
98,2.86848,2.18873,1.8541,3506
98,2.83453,2.20788,1.77759,3507
98,2.81737,2.13131,1.84258,3508
98,2.76877,2.11098,1.7916,3509
98,2.8303,2.19709,1.7842,3510
98,2.84299,2.15226,1.85752,3511
98,2.76772,2.10993,1.79123,3512
98,2.79707,2.17774,1.75529,3513
98,2.81526,2.12922,1.84176,3514
98,2.75049,2.15196,1.71296,3515
98,2.92425,2.28531,1.82445,3516
98,2.86877,2.20865,1.83076,3517
