ParticleFlux,MagnitudeofEnergyFlux,EnergyFluxX,EnergyFluxY,TimeStep
100,4.61442,3.49103,3.01755,1
100,4.75098,3.48951,3.22414,2
100,4.67701,3.52843,3.06995,3
100,4.6667,3.62887,2.93417,4
100,4.58864,3.42353,3.05532,5
100,4.48788,3.32917,3.00959,6
100,4.6746,3.54356,3.04878,7
100,4.36342,3.22284,2.94156,8
100,4.50055,3.48109,2.85254,9
100,4.54488,3.30474,3.12003,10
100,4.41718,3.21486,3.02922,11
100,4.34134,3.24612,2.8827,12
100,4.32398,3.10656,3.00767,13
100,4.33837,3.08441,3.05089,14
100,4.65193,3.45957,3.10995,15
100,4.62502,3.33634,3.20308,16
100,4.52643,3.37604,3.01512,17
100,4.8806,3.57673,3.32074,18
100,4.80531,3.59393,3.18978,19
100,5.09665,3.74687,3.45496,20
100,4.98541,3.60141,3.44733,21
100,4.88933,3.66847,3.23231,22
100,4.59521,3.36947,3.12452,23
100,4.76105,3.46189,3.26847,24
100,4.3731,3.13031,3.05372,25
100,4.63863,3.14062,3.41371,26
100,4.53708,3.20263,3.21376,27
100,4.44967,3.22932,3.06122,28
100,4.42499,3.12989,3.12799,29
100,4.42336,2.92681,3.3166,30
100,4.49905,3.29112,3.06757,31
100,4.99537,3.27007,3.77629,32
100,4.65477,3.20399,3.37658,33
100,4.33207,3.04424,3.08212,34
100,4.536,3.01598,3.38809,35
100,4.78469,3.08425,3.65795,36
100,4.55253,3.20676,3.23144,37
100,4.64548,3.10402,3.45623,38
100,4.86266,2.99716,3.82917,39
100,4.6289,3.2868,3.25939,40
100,4.55793,3.23085,3.21501,41
100,4.77156,3.14686,3.58679,42
100,4.6535,3.22083,3.35877,43
100,4.91855,3.25764,3.68509,44
100,4.96164,3.29299,3.71135,45
100,4.63963,3.20973,3.3502,46
100,4.7472,3.05044,3.6374,47
100,4.875,3.12902,3.7383,48
100,4.69638,3.26788,3.37297,49
100,4.6479,3.05449,3.5033,50
100,4.88909,3.07671,3.79961,51
100,4.65694,3.22617,3.35841,52
100,4.56052,3.04072,3.39888,53
100,4.88222,3.09474,3.77607,54
100,4.52181,3.29469,3.09706,55
100,4.98307,3.49936,3.54759,56
100,4.77,3.23496,3.50542,57
100,4.84944,3.56486,3.28768,58
100,4.7747,3.30675,3.44429,59
100,4.60953,3.10834,3.40382,60
100,4.91295,3.54178,3.40484,61
100,4.996,3.41913,3.64273,62
100,5.03898,3.22686,3.87023,63
100,4.71598,3.24384,3.42316,64
100,4.69086,3.1067,3.51462,65
100,4.64008,2.85409,3.65849,66
100,4.92931,3.37849,3.58941,67
100,4.70687,3.19363,3.45766,68
100,5.10124,3.19867,3.97381,69
100,4.70939,3.16989,3.48284,70
100,4.90177,3.31698,3.60901,71
100,4.92753,3.10042,3.82987,72
100,4.79679,3.32973,3.45284,73
100,4.75773,3.30602,3.42145,74
100,4.97267,3.16418,3.83607,75
100,4.79127,3.30018,3.47348,76
100,4.83887,3.24707,3.58765,77
100,5.00011,3.09272,3.92889,78
100,4.83186,3.19608,3.6238,79
100,4.9439,3.19025,3.77682,80
100,5.00381,2.98816,4.01361,81
100,4.83906,3.13851,3.68324,82
100,4.96641,3.19132,3.80536,83
100,5.14394,3.0614,4.13376,84
100,4.94599,3.24917,3.72904,85
100,4.62739,3.07028,3.46209,86
100,4.9614,3.14756,3.83515,87
100,5.00692,3.4133,3.66315,88
100,4.93037,3.35119,3.61636,89
100,5.03827,3.23771,3.86024,90
100,4.97871,3.38225,3.65349,91
