ParticleFlux,MagnitudeofEnergyFlux,EnergyFluxX,EnergyFluxY,TimeStep
100,6.57967,4.76707,4.5351,167
100,6.54565,4.71882,4.53633,168
100,6.34962,4.41587,4.56264,169
100,6.47619,4.6362,4.5218,170
100,6.74366,4.74869,4.7882,171
100,6.17407,4.43376,4.29661,172
100,6.73183,4.61714,4.89894,173
100,6.54992,4.66365,4.59911,174
100,6.50449,4.65243,4.54569,175
100,6.67693,4.66668,4.7753,176
100,6.64193,4.6178,4.77401,177
100,6.53698,4.59659,4.64796,178
100,6.73226,4.5966,4.91881,179
100,7.02192,5.0613,4.8673,180
100,6.5957,4.52366,4.79998,181
100,6.80806,4.61722,5.0031,182
100,6.97181,4.74626,5.10678,183
100,6.73495,4.51031,5.00167,184
100,6.70087,4.50347,4.9619,185
100,7.00958,4.69351,5.20627,186
100,6.73086,4.35609,5.13118,187
100,6.9978,4.70895,5.17638,188
100,7.1594,4.82044,5.29343,189
100,6.81788,4.60087,5.03144,190
100,6.86688,4.56222,5.13227,191
100,6.85758,4.61161,5.07537,192
100,6.70057,4.40676,5.04759,193
100,6.65923,4.4181,4.98254,194
100,7.04514,4.82507,5.13349,195
100,6.63087,4.35229,5.00261,196
100,6.97903,4.61731,5.23328,197
100,7.05049,4.6482,5.30128,198
100,6.80359,4.48226,5.11842,199
100,6.54913,4.28023,4.95688,200
100,6.78885,4.40865,5.16259,201
100,7.01081,4.70728,5.19548,202
100,7.18288,4.68689,5.44305,203
100,6.67307,4.3852,5.02989,204
100,6.96014,4.50219,5.3079,205
100,6.66407,4.43512,4.97388,206
100,6.92657,4.5359,5.23479,207
100,7.1093,4.49817,5.50533,208
100,7.0905,4.47705,5.49829,209
100,6.98728,4.51094,5.33606,210
100,6.80211,4.28931,5.27926,211
100,6.69198,4.16584,5.23721,212
100,6.87258,4.51157,5.1844,213
100,6.97139,4.50684,5.31871,214
100,7.05101,4.45009,5.46932,215
100,6.72116,4.37374,5.10337,216
100,6.99914,4.44664,5.40512,217
100,6.80574,4.40764,5.18563,218
100,7.01766,4.56766,5.32766,219
100,6.75256,4.34591,5.16818,220
100,7.04492,4.5048,5.41642,221
100,7.00668,4.52168,5.35238,222
100,7.0777,4.52649,5.44101,223
100,7.33417,4.86277,5.49032,224
100,7.0332,4.71447,5.21916,225
100,7.12473,4.46206,5.55443,226
100,6.90972,4.44735,5.28822,227
100,7.06029,4.54777,5.4005,228
100,7.11612,4.54975,5.47165,229
100,7.21034,4.78444,5.39426,230
100,7.17976,4.87054,5.27511,231
100,7.23918,4.66572,5.53505,232
100,7.33648,4.98514,5.38259,233
100,7.23618,4.85615,5.36471,234
100,7.17703,4.61534,5.49621,235
100,7.00063,4.7752,5.1192,236
100,7.22571,4.80646,5.39526,237
100,7.37891,4.9626,5.46085,238
100,7.1778,4.8071,5.33035,239
